/workspace/modded-nanogpt/exp/b_mom98.py:27: SyntaxWarning: invalid escape sequence '\s'
step:293/5100 train_loss:4.9987 train_time:40354ms step_avg:142.59ms
step:294/5100 train_loss:4.9625 train_time:40498ms step_avg:142.60ms
step:295/5100 train_loss:4.8988 train_time:40637ms step_avg:142.59ms
step:296/5100 train_loss:4.9959 train_time:40780ms step_avg:142.59ms
step:297/5100 train_loss:5.0474 train_time:40924ms step_avg:142.59ms
step:298/5100 train_loss:4.9711 train_time:41069ms step_avg:142.60ms
step:299/5100 train_loss:4.9130 train_time:41215ms step_avg:142.61ms
step:300/5100 train_loss:4.8323 train_time:41356ms step_avg:142.61ms
step:301/5100 train_loss:4.9905 train_time:41501ms step_avg:142.62ms
step:302/5100 train_loss:4.9535 train_time:41645ms step_avg:142.62ms
step:303/5100 train_loss:4.8673 train_time:41791ms step_avg:142.63ms
step:304/5100 train_loss:4.7966 train_time:41932ms step_avg:142.63ms
step:305/5100 train_loss:4.9673 train_time:42077ms step_avg:142.63ms
step:306/5100 train_loss:5.1330 train_time:42220ms step_avg:142.63ms
step:307/5100 train_loss:4.8820 train_time:42366ms step_avg:142.65ms
step:308/5100 train_loss:4.9753 train_time:42510ms step_avg:142.65ms
step:309/5100 train_loss:4.9199 train_time:42657ms step_avg:142.66ms
step:310/5100 train_loss:5.0856 train_time:42797ms step_avg:142.66ms
step:311/5100 train_loss:4.9218 train_time:42944ms step_avg:142.67ms
step:312/5100 train_loss:4.8636 train_time:43087ms step_avg:142.67ms
step:313/5100 train_loss:5.0270 train_time:43233ms step_avg:142.68ms
step:314/5100 train_loss:4.7928 train_time:43374ms step_avg:142.68ms
step:315/5100 train_loss:4.9452 train_time:43517ms step_avg:142.68ms
step:316/5100 train_loss:4.5648 train_time:43664ms step_avg:142.69ms
step:317/5100 train_loss:4.8374 train_time:43805ms step_avg:142.69ms
step:318/5100 train_loss:4.9327 train_time:43950ms step_avg:142.70ms
step:319/5100 train_loss:4.8276 train_time:44093ms step_avg:142.70ms
step:320/5100 train_loss:4.8783 train_time:44236ms step_avg:142.70ms
step:321/5100 train_loss:4.9224 train_time:44379ms step_avg:142.70ms
step:322/5100 train_loss:4.8455 train_time:44524ms step_avg:142.71ms
step:323/5100 train_loss:4.7968 train_time:44667ms step_avg:142.71ms
step:324/5100 train_loss:4.8882 train_time:44805ms step_avg:142.69ms
step:325/5100 train_loss:4.8528 train_time:44949ms step_avg:142.70ms
step:326/5100 train_loss:4.9381 train_time:45093ms step_avg:142.70ms
step:327/5100 train_loss:4.9341 train_time:45236ms step_avg:142.70ms
step:328/5100 train_loss:4.9281 train_time:45380ms step_avg:142.70ms
step:329/5100 train_loss:5.3637 train_time:45519ms step_avg:142.69ms
step:330/5100 train_loss:4.9342 train_time:45665ms step_avg:142.70ms
step:331/5100 train_loss:4.8800 train_time:45808ms step_avg:142.71ms
step:332/5100 train_loss:4.8685 train_time:45952ms step_avg:142.71ms
step:333/5100 train_loss:4.9009 train_time:46089ms step_avg:142.69ms
step:334/5100 train_loss:4.8328 train_time:46231ms step_avg:142.69ms
step:335/5100 train_loss:4.8047 train_time:46373ms step_avg:142.69ms
step:336/5100 train_loss:4.9914 train_time:46516ms step_avg:142.69ms
step:337/5100 train_loss:4.8616 train_time:46656ms step_avg:142.68ms
step:338/5100 train_loss:4.8148 train_time:46797ms step_avg:142.67ms
step:339/5100 train_loss:4.8408 train_time:46942ms step_avg:142.68ms
step:340/5100 train_loss:4.8046 train_time:47084ms step_avg:142.68ms
step:341/5100 train_loss:4.8747 train_time:47228ms step_avg:142.68ms
step:342/5100 train_loss:4.8856 train_time:47372ms step_avg:142.69ms
step:343/5100 train_loss:4.8204 train_time:47516ms step_avg:142.69ms
step:344/5100 train_loss:4.9744 train_time:47662ms step_avg:142.70ms
step:345/5100 train_loss:4.8473 train_time:47805ms step_avg:142.70ms
step:346/5100 train_loss:4.8404 train_time:47949ms step_avg:142.71ms
step:347/5100 train_loss:4.7989 train_time:48099ms step_avg:142.73ms
step:348/5100 train_loss:4.8927 train_time:48242ms step_avg:142.73ms
step:349/5100 train_loss:4.9180 train_time:48384ms step_avg:142.72ms
step:350/5100 train_loss:4.8430 train_time:48524ms step_avg:142.72ms
step:351/5100 train_loss:4.8531 train_time:48666ms step_avg:142.72ms
step:352/5100 train_loss:4.7137 train_time:48808ms step_avg:142.71ms
step:353/5100 train_loss:5.0247 train_time:48954ms step_avg:142.72ms
step:354/5100 train_loss:4.8107 train_time:49097ms step_avg:142.72ms
step:355/5100 train_loss:4.8681 train_time:49241ms step_avg:142.73ms
step:356/5100 train_loss:4.9818 train_time:49382ms step_avg:142.72ms
step:357/5100 train_loss:4.7301 train_time:49523ms step_avg:142.72ms
step:358/5100 train_loss:4.7940 train_time:49670ms step_avg:142.73ms
step:359/5100 train_loss:4.8720 train_time:49817ms step_avg:142.74ms
